species,fishreg,unit,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
F55,37_3_1,TLW,EU28	0.67 	2.32 	1.82 	4.81 	5.69 	3.42 	3.52 	3.98 	6.53 	3.09 	2.47 	6.04 	47.66 	31.79 	16.75 	5.14 	8.97 	12.21 	: 	: 
F55,37_3_1,TLW,TR	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	235 	194 	70 	1 	190 
F55,37_3_2,TLW,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	140 
F55,37_4,TLW,TR	: 	: 	: 	: 	0.8 	0.1 	3 	: 	17.8 	4 	: 	: 	: 	30 	259 	1341 	1106 	400 	149 	240 
F55,37_4_1,TLW,TR	: 	: 	: 	: 	0.8 	0.1 	3 	: 	17.8 	4 	: 	: 	: 	30 	123 	1341 	1106 	400 	149 	160 
F55,37_4_2,TLW,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	136 	0 	0 	0 	0 	80 
F55,37_NK,TLW,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F56,37,TLW,AL	4 	2 	1 	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F56,37,TLW,BG	507.8119 	600.521 	818.93 e	583.581 	124.3 	61 	10.63 	0.89 	0.4 	: 	1 	1 	2 	: 	0 	0 	0 	0 	0 	0 
F56,37,TLW,EL	955.67 p	734.02 	603.63 	717.36 	305.9 	324.05 	231.7 	253.45 	340.55 	630.84 	499.52 	491.42 	547.52 	425.8 	372.54 	332.33 	582.01 	873.72 	: 	: 
F56,37,TLW,ES	324.89 	253.94 	363.67 	1037.66 	860.27 	917.27 	668.47 	371.98 	389.12 	1091 	831.85 	1266.03 	1182.42 	1016.1 	1712.01 	978.51 	994 	1409 	1244 	1615 
F56,37,TLW,EU27_2020	19357.2299 p	17926.5058 p	15666.9057 e	21013.9509 	18044.2454 	17535.3082 	17981.84 	22874.8 	22716.64 	23699.43 	21268.95 	28927.85 	33063.7 	21475.9 	17224.85 	39270.85 	43932.01 	28833.72 	36885 	36648.01 
F56,37,TLW,EU28	19357.2299 p	17926.5058 p	15666.906 e	21013.9509 	18044.2454 	17535.3082 	17981.84 	22874.8 	22716.64 	23699.43 	21268.95 	28927.85 	33063.7 	21475.9 	17224.85 	39270.85 	43932.01 	28833.72 	36885 	36648.01 
F56,37,TLW,FR	27.342 p	31.358 p	22.254 	36.777 	30.93 	58.33 	70.67 	54.07 	66.1 	66.2 	49.36 	96 	156 	524 	190.8 	521 	571 	579 	724 	842 
F56,37,TLW,HR	114.6408 	151.167 	175.72 	226.7699 	209.9454 	142.4582 	97.77 	47.81 	45.4 	47.2 	38.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F56,37,TLW,IT	17425.7 p	16154.8 p	13682.7 	18411.8 	16512.9 	16032.2 	16902.6 	22146.6 	21872.5 	21857.6 	19843.8 	27061.8 	31173.1 	19510 	14946 	37438 	41784 	25971 	34916 	34191 
F56,37,TLW,MT	: 	: 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F56,37,TLW,SI	1.1752 	0.7 	0 n	0 	0 	0 	0 	0 	2.57 	6.59 	4.62 	11.6 	2.66 	: 	3.5 	1.01 	1 	1 	1 	0.01 
F56,37,TLW,TR	36626.6 	44533.6 	34941.1 e	20936.5 	37409.4 	21836.4 	28113.1 	61240.3 	30202.3 	53974 	49284 	38151 	48549 	49610 	10847 	16899 	19700 	10000 	7500 	10000 
F56,37_1,TLW,ES	324.89 	253.94 	363.67 	1037.66 	860.27 	917.27 	668.47 	371.98 	389.12 	1091 	831.85 	1266.03 	1182.42 	1016.1 	1712.01 	978.51 	994 	1394 	1244 	1615 
F56,37_1,TLW,EU27_2020	778.832 p	872.198 p	1143.424 	1896.337 	1456.55 	1656.6 	1496.27 	1074.85 	1027.12 	1568.9 	1414.91 	1798.33 	1786.32 	1955.1 	2141.81 	3813.51 	4142 	3946 	4109 	4142 
F56,37_1,TLW,EU28	778.832 p	872.198 p	1143.424 	1896.337 	1456.55 	1656.6 	1496.27 	1074.85 	1027.12 	1568.9 	1414.91 	1798.33 	1786.32 	1955.1 	2141.81 	3813.51 	4142 	3946 	4109 	4142 
F56,37_1,TLW,FR	27.342 p	31.358 p	22.254 	36.777 	30.68 	58.33 	70.5 	54.07 	66.1 	66.2 	49.36 	96 	156 	524 	190.8 	521 	571 	579 	724 	842 
F56,37_1,TLW,IT	426.6 p	586.9 p	757.5 	821.9 	565.6 	681 	757.3 	648.8 	571.9 	411.7 	533.7 	436.3 	447.9 	415 	239 	2314 	2577 	1973 	2141 	1685 
F56,37_1_1,TLW,ES	324.89 	253.92 	363.67 	1037.64 	859.41 	914.33 	665.28 	370.62 	388 	1088.1 	829.92 	1265.01 	1170.01 	1006.2 	1646.41 	970.9 	966 	1386 	1244 	1615 
F56,37_1_1,TLW,EU27_2020	324.902 p	253.92 	363.67 	1037.64 	859.41 	914.33 	665.28 	370.62 	388 	1088.1 	829.93 	1265.01 	1170.01 	1006.2 	1646.41 	970.9 	966 	1386 	1244 	1615 
F56,37_1_1,TLW,EU28	324.902 p	253.92 	363.67 	1037.64 	859.41 	914.33 	665.28 	370.62 	388 	1088.1 	829.93 	1265.01 	1170.01 	1006.2 	1646.41 	970.9 	966 	1386 	1244 	1615 
F56,37_1_1,TLW,FR	0.012 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F56,37_1_2,TLW,ES	0 	0 	0 	0.02 	0.86 	2.94 	3.16 	1.36 	1.12 	2.8 	1.93 	1.02 	3.71 	9.9 	8.9 	7.61 	28 	8 	0 	0 
F56,37_1_2,TLW,EU27_2020	27.33 p	31.358 p	22.254 	36.797 	31.54 	61.26 	73.3 	55.43 	67.22 	69 	50.67 	97.02 	159.71 	533.9 	199.7 	528.61 	599 	587 	724 	842 
F56,37_1_2,TLW,EU28	27.33 p	31.358 p	22.254 	36.797 	31.54 	61.26 	73.3 	55.43 	67.22 	69 	50.67 	97.02 	159.71 	533.9 	199.7 	528.61 	599 	587 	724 	842 
F56,37_1_2,TLW,FR	27.33 p	31.358 p	22.254 	36.777 	30.68 	58.32 	70.14 	54.07 	66.1 	66.2 	48.74 	96 	156 	524 	190.8 	521 	571 	579 	724 	842 
F56,37_1_3,TLW,ES	: 	: 	: 	: 	: 	: 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F56,37_1_3,TLW,EU27_2020	426.6 p	586.9 p	757.5 	821.9 	565.6 	681.01 	757.69 	648.8 	571.9 	411.7 	534.31 	436.3 	447.9 	415 	239 	2314 	2577 	1973 	2141 	1685 
F56,37_1_3,TLW,EU28	426.6 p	586.9 p	757.5 	821.9 	565.6 	681.01 	757.69 	648.8 	571.9 	411.7 	534.31 	436.3 	447.9 	415 	239 	2314 	2577 	1973 	2141 	1685 
F56,37_1_3,TLW,FR	: 	: 	: 	: 	: 	0.01 	0.36 	: 	: 	: 	0.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F56,37_1_3,TLW,IT	426.6 p	586.9 p	757.5 	821.9 	565.6 	681 	757.3 	648.8 	571.9 	411.7 	533.7 	436.3 	447.9 	415 	239 	2314 	2577 	1973 	2141 	1685 
F56,37_1_NK,TLW,ES	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	8.7 	: 	56.7 	: 	: 	: 	: 	: 
F56,37_1_NK,TLW,EU27_2020	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	8.7 	: 	56.7 	: 	: 	: 	: 	: 
F56,37_1_NK,TLW,EU28	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	8.7 	: 	56.7 	: 	: 	: 	: 	: 
F56,37_2,TLW,AL	4 	2 	1 	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F56,37_2,TLW,EL	2.18 p	0 	8.72 	0.85 	1.32 	0.36 	0.29 	0.47 	5.88 	0.65 	7.58 	1.38 	0.13 	0.59 	3.21 	3.22 	0.54 	8.12 	: 	: 
F56,37_2,TLW,EU27_2020	17117.096 p	15719.767 p	13109.6439 	17817.5229 	16158.5654 	15494.0182 	16243.36 	21546.08 	21354.45 	21500.34 	19361.1 	26638.48 	30727.99 	19095.59 	14713.71 	35128.23 	39208.54 	24007.12 	32776 	32506.01 
F56,37_2,TLW,EU28	17117.096 p	15719.767 p	13109.644 	17817.5229 	16158.5654 	15494.0182 	16243.36 	21546.08 	21354.45 	21500.34 	19361.1 	26638.48 	30727.99 	19095.59 	14713.71 	35128.23 	39208.54 	24007.12 	32776 	32506.01 
F56,37_2,TLW,HR	114.6408 	151.167 	175.72 	226.7699 	209.9454 	142.4582 	97.77 	47.81 	45.4 	47.2 	38.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F56,37_2,TLW,IT	16999.1 p	15567.9 p	12925.2 	17589.9 	15947.3 	15351.2 	16145.3 	21497.8 	21300.6 	21445.9 	19310.1 	26625.5 	30725.2 	19095 	14707 	35124 	39207 	23998 	32775 	32506 
F56,37_2,TLW,MT	: 	: 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F56,37_2,TLW,SI	1.1752 	0.7 	0 n	0 	0 	0 	0 	0 	2.57 	6.59 	4.62 	11.6 	2.66 	: 	3.5 	1.01 	1 	1 	1 	0.01 
F56,37_2_1,TLW,AL	4 	2 	1 	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F56,37_2_1,TLW,EU27_2020	16903.916 p	15418.267 p	12896.0239 	17163.0699 	15195.4454 	15322.6582 	16177.67 	20621.21 	19381.77 	19647.99 	17048.02 	25038 	28583.26 	17401 	14265.5 	34849.01 	38919 	23652 	32315 	31583.01 
F56,37_2_1,TLW,EU28	16903.916 p	15418.267 p	12896.024 	17163.0699 	15195.4454 	15322.6582 	16177.67 	20621.21 	19381.77 	19647.99 	17048.02 	25038 	28583.26 	17401 	14265.5 	34849.01 	38919 	23652 	32315 	31583.01 
F56,37_2_1,TLW,HR	114.6408 	151.167 	175.72 	226.7699 	209.9454 	142.4582 	97.77 	47.81 	45.4 	47.2 	38.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F56,37_2_1,TLW,IT	16788.1 p	15266.4 p	12720.3 	16936.3 	14985.5 	15180.2 	16079.9 	20573.4 	19333.8 	19594.2 	17004.6 	25026.4 	28580.6 	17401 	14262 	34848 	38918 	23651 	32314 	31583 
F56,37_2_1,TLW,SI	1.1752 	0.7 	0 n	0 	0 	0 	0 	0 	2.57 	6.59 	4.62 	11.6 	2.66 	: 	3.5 	1.01 	1 	1 	1 	0.01 
F56,37_2_2,TLW,EL	2.18 p	0 	8.72 	0.85 	1.32 	0.36 	0.29 	0.47 	5.88 	0.65 	7.58 	1.38 	0.13 	0.59 	3.21 	3.22 	0.54 	8.12 	: 	: 
F56,37_2_2,TLW,EU27_2020	213.18 p	301.5 p	213.62 	654.453 	963.12 	171.36 	65.69 	924.87 	1972.68 	1852.35 	2313.08 	1600.48 	2144.73 	1694.59 	448.21 	279.22 	289.54 	355.12 	461 	923 
F56,37_2_2,TLW,EU28	213.18 p	301.5 p	213.62 	654.453 	963.12 	171.36 	65.69 	924.87 	1972.68 	1852.35 	2313.08 	1600.48 	2144.73 	1694.59 	448.21 	279.22 	289.54 	355.12 	461 	923 
F56,37_2_2,TLW,IT	211 p	301.5 p	204.9 	653.6 	961.8 	171 	65.4 	924.4 	1966.8 	1851.7 	2305.5 	1599.1 	2144.6 	1694 	445 	276 	289 	347 	461 	923 
F56,37_2_2,TLW,MT	: 	: 	: 	0.003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F56,37_3,TLW,EL	953.49 p	734.02 	594.91 	716.51 	304.58 	323.69 	231.41 	252.98 	334.67 	630.19 	491.94 	490.04 	547.39 	425.21 	369.33 	329.11 	581.47 	865.6 	: 	: 
F56,37_3,TLW,EU27_2020	953.49 	734.02 	594.91 	716.51 	304.58 	323.69 	231.41 	252.98 	334.67 	630.19 	491.94 	490.04 	547.39 	425.21 	369.33 	329.11 	581.47 	865.6 	: 	: 
F56,37_3,TLW,EU28	953.49 	734.02 	594.91 	716.51 	304.58 	323.69 	231.41 	252.98 	334.67 	630.19 	491.94 	490.04 	547.39 	425.21 	369.33 	329.11 	581.47 	865.6 	: 	: 
F56,37_3,TLW,TR	: 	0.8 	: 	4.8 	5.3 	8.8 	83.4 	14.9 	26.7 	56 	68 	1255 	1337 	1263 	0 	7 	8 	4 	3 	0 
F56,37_3_1,TLW,EL	953.49 p	734.02 	594.91 	716.51 	304.58 	323.69 	231.41 	252.98 	334.67 	630.19 	491.94 	490.04 	547.39 	425.21 	369.33 	329.11 	581.47 	865.6 	: 	: 
F56,37_3_1,TLW,EU27_2020	953.49 	734.02 	594.91 	716.51 	304.58 	323.69 	231.41 	252.98 	334.67 	630.19 	491.94 	490.04 	547.39 	425.21 	369.33 	329.11 	581.47 	865.6 	: 	: 
F56,37_3_1,TLW,EU28	953.49 	734.02 	594.91 	716.51 	304.58 	323.69 	231.41 	252.98 	334.67 	630.19 	491.94 	490.04 	547.39 	425.21 	369.33 	329.11 	581.47 	865.6 	: 	: 
F56,37_3_1,TLW,TR	: 	0.8 	: 	4.8 	5.3 	8.8 	83.4 	14.9 	26.7 	56 	68 	1255 	1334 	1262 	0 	7 	8 	4 	2 	0 
F56,37_3_2,TLW,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	1 	0 	0 	0 	0 	1 	0 
F56,37_4,TLW,BG	507.8119 	600.521 	818.93 e	583.581 	124.3 	61 	10.63 	0.89 	0.4 	: 	1 	1 	2 	: 	0 	0 	0 	0 	0 	0 
F56,37_4,TLW,EU27_2020	507.8119 	600.5208 	818.9278 e	583.581 	124.3 	61 	10.63 	0.89 	0.4 	: 	1 	1 	2 	: 	0 	0 	0 	0 	0 	0 
F56,37_4,TLW,EU28	507.8119 	600.5208 	818.928 e	583.581 	124.3 	61 	10.63 	0.89 	0.4 	: 	1 	1 	2 	: 	0 	0 	0 	0 	0 	0 
F56,37_4,TLW,TR	36626.6 	44532.8 	34941.1 e	20931.7 	37404.1 	21827.6 	28029.7 	61225.4 	30175.6 	26931 	24574 	36896 	47212 	48347 	10847 	16892 	19692 	9996 	7497 	10000 
F56,37_4_1,TLW,TR	14.1 	: 	: 	: 	: 	: 	: 	: 	: 	500 	: 	4 	: 	3 	28 	0 	0 	0 	0 	0 
F56,37_4_2,TLW,BG	507.8119 	600.521 	818.93 e	583.581 	124.3 	61 	10.63 	0.89 	0.4 	: 	1 	1 	2 	: 	0 	0 	0 	0 	0 	0 
F56,37_4_2,TLW,EU27_2020	507.8119 	600.5208 	818.9278 e	583.581 	124.3 	61 	10.63 	0.89 	0.4 	: 	1 	1 	2 	: 	0 	0 	0 	0 	0 	0 
F56,37_4_2,TLW,EU28	507.8119 	600.5208 	818.928 e	583.581 	124.3 	61 	10.63 	0.89 	0.4 	: 	1 	1 	2 	: 	0 	0 	0 	0 	0 	0 
F56,37_4_2,TLW,TR	36612.5 	44532.8 	34941.1 e	20931.7 	37404.1 	21827.6 	28029.7 	61225.4 	30175.6 	26431 	24574 	36892 	47212 	48344 	10819 	16892 	19692 	9996 	7497 	10000 
F56,37_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	15 	0 	0 
F56,37_NK,TLW,EU27_2020	: 	: 	: 	: 	0.25 	: 	0.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	15 	0 	0 
F56,37_NK,TLW,EU28	: 	: 	: 	: 	0.25 	: 	0.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	15 	0 	0 
F56,37_NK,TLW,FR	: 	: 	: 	: 	0.25 	: 	0.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F56,37_NK,TLW,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	26987 	24642 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F57,37,TLW,AL	422 	384 	333 	365 	340 	353 	347 	321 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F57,37,TLW,CY	33.489 	35.211 	103.277 	71 	59.552 	73.303 	91.2 	78.2963 	86 	89.7 	91.6 	178.1 	234 	220.62 	213.4 	158 	178 	222 	279 	288 
F57,37,TLW,EL	7303.25 p	6691.91 	6933.16 	7114.35 	4885.03 	5052.41 	5559.58 	5157.27 	5007.93 	4974.85 	5717.4 	5403.91 	7005.76 	7132.27 	6632.88 	7385.22 	8077.84 	7041.13 	5505 	6110 
F57,37,TLW,ES	5403.21 	7125.86 	5632.85 	5528.6 	5007.72 	4816.75 	6103.75 	5081.04 	9571.67 	7687.2 	7107.05 	7002.04 	7092.8 	8322.3 	8446.71 	7199.7 	3100 	8413 	9065 	11109 
F57,37,TLW,EU27_2020	33625.6071 p	37772.1297 p	35977.2029 	32142.436 	30059.7782 	30972.7509 	32238.7061 	29639.223 	37846.05 	38212.81 	42228.21 	41677.75 	50409.83 	47609.97 	46464.89 	31891.92 	29552.84 	35342.13 	38853.03 	40160.03 
F57,37,TLW,EU28	33625.6071 p	37772.1297 p	35977.203 	32142.436 	30059.7782 	30972.7509 	32238.7061 	29639.223 	37846.05 	38212.81 	42228.21 	41677.75 	50409.83 	47609.97 	46464.89 	31891.92 	29552.84 	35342.13 	38853.03 	40160.03 
F57,37,TLW,FR	2221.69 p	2403.404 p	1944.188 	1972.326 	1628.66 	2041.13 	2333.47 	1885.8 	2033.45 	1916.5 	1488.99 	1676 	1747 	2207 	2040 	1628 	1651 	2538 	1745.01 	2104.03 
F57,37,TLW,HR	778.9886 	741.467 	939.85 	1151.45 	1317.4482 	1613.0959 	1364.7 	1167.04 	1021.81 	904.4 	1103.7 	916 	1621 	904 	1094 	670 	453 	501 	1132 	1138 
F57,37,TLW,IT	17794.5 p	20688.5 p	20345.6 	16218.3 	17070 	17256.6 	16688.7 	16127.9 	19980.5 	22484.7 	26619.7 	26385.6 	32528.7 	28744 	27946 	14788 	16024 	16568 	20987 	19361 
F57,37,TLW,MT	62.886 	55.778 	57.08 	59.31 	68.368 	85.622 	64.1298 	93.2988 	93.29 	104.51 	51.1 	56.7 	48.3 	12.1 	11 	5 	7 	9 	7.02 	18 
F57,37,TLW,PT	: 	: 	: 	: 	: 	0.21 	0.3563 	0.028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F57,37,TLW,SI	27.5935 	30 	21.2 	27.1 	23 	33.63 	32.82 	48.55 	51.4 	50.95 	48.67 	59.4 	132.27 	67.68 	80.9 	58 	62 	50 	133 	32 
F57,37,TLW,TR	1852.6 	1789.2 	1570.6 e	1560 	1326.9 	1360 	2019 	2288 	1879.2 	5268 	4966 	2720 	2796 	3285 	2808 	3261 	1985 	2741 	2095 	1630 
F57,37_1,TLW,ES	5403.21 	7125.86 	5632.84 	5528.51 	5007.72 	4814.65 	6050.34 	5067.56 	9571.67 	7687.2 	7107.05 	7002.04 	7092.8 	8321.8 	8446.71 	7199.7 	3100 	8352 	9065 	11109 
F57,37_1,TLW,EU27_2020	13194.2 p	15342.813 p	13078.228 	13537.978 	12236.67 	11948.38 	13477.8163 	12474.088 	18173.16 	15394.7 	15049.33 	14308.24 	16374.7 	19204.8 	19136.71 	14248.7 	10465 	17132 	17206.01 	19190.03 
F57,37_1,TLW,EU28	13194.2 p	15342.813 p	13078.228 	13537.978 	12236.67 	11948.38 	13477.8163 	12474.088 	18173.16 	15394.7 	15049.33 	14308.24 	16374.7 	19204.8 	19136.71 	14248.7 	10465 	17132 	17206.01 	19190.03 
F57,37_1,TLW,FR	2221.69 p	2403.253 p	1944.188 	1972.268 	1625.35 	2040.82 	2312.42 	1885.8 	2033.39 	1916.5 	1488.98 	1676 	1747 	2207 	2040 	1628 	1651 	2538 	1745.01 	2104.03 
F57,37_1,TLW,IT	5569.3 p	5813.7 p	5501.2 	6037.2 	5603.6 	5092.7 	5114.7 	5520.7 	6568.1 	5791 	6453.3 	5630.2 	7534.9 	8676 	8650 	5421 	5714 	6242 	6396 	5977 
F57,37_1,TLW,PT	: 	: 	: 	: 	: 	0.21 	0.3563 	0.028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F57,37_1_1,TLW,ES	5334.89 	7016.24 	5544.3 	5439.51 	4936.11 	4736.41 	5923.75 	4982.67 	9508.37 	7600.5 	6971.2 	6902 	7014.3 	8287 	8369.3 	6853.6 	3073 	7740 	8827 	11109 
F57,37_1_1,TLW,EU27_2020	5335.721 p	7016.424 p	5544.464 	5439.625 	4936.14 	4736.41 	5923.8348 	4982.67 	9508.37 	7601.1 	6981.44 	6902 	7014.3 	8287 	8369.3 	6853.6 	3073 	7740 	8827 	11109 
F57,37_1_1,TLW,EU28	5335.721 p	7016.424 p	5544.464 	5439.625 	4936.14 	4736.41 	5923.8348 	4982.67 	9508.37 	7601.1 	6981.44 	6902 	7014.3 	8287 	8369.3 	6853.6 	3073 	7740 	8827 	11109 
F57,37_1_1,TLW,FR	0.831 p	0.184 p	0.164 	0.115 	0.03 	: 	: 	: 	: 	0.6 	10.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F57,37_1_1,TLW,PT	: 	: 	: 	: 	: 	: 	0.0848 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F57,37_1_2,TLW,ES	68.32 	105.93 	88.54 	88.88 	71.61 	78.24 	123.21 	84.88 	63.3 	76.6 	134.81 	93.01 	48.2 	34.8 	30 	346.1 	27 	612 	238 	0 
F57,37_1_2,TLW,EU27_2020	2271.477 p	2488.379 p	2020.896 	2051.291 	1688.62 	2106.96 	2420.53 	1959.03 	2081.64 	1980.4 	1555.42 	1769.01 	1795.2 	2241.8 	2070 	1974.1 	1678 	3150 	1983 	2104 
F57,37_1_2,TLW,EU28	2271.477 p	2488.379 p	2020.896 	2051.291 	1688.62 	2106.96 	2420.53 	1959.03 	2081.64 	1980.4 	1555.42 	1769.01 	1795.2 	2241.8 	2070 	1974.1 	1678 	3150 	1983 	2104 
F57,37_1_2,TLW,FR	2203.157 p	2382.449 p	1932.356 	1962.411 	1617.01 	2028.72 	2297.32 	1874.15 	2018.34 	1903.8 	1420.61 	1676 	1747 	2207 	2040 	1628 	1651 	2538 	1745 	2104 
F57,37_1_3,TLW,ES	: 	0.02 	: 	0.12 	: 	: 	3.38 	0.01 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F57,37_1_3,TLW,EU27_2020	5587.002 p	5834.34 p	5512.868 	6047.062 	5611.91 	5105.01 	5133.4515 	5532.388 	6583.15 	5803.2 	6511.43 	5630.2 	7534.9 	8676 	8650 	5421 	5714 	6242 	6396.01 	5977.03 
F57,37_1_3,TLW,EU28	5587.002 p	5834.34 p	5512.868 	6047.062 	5611.91 	5105.01 	5133.4515 	5532.388 	6583.15 	5803.2 	6511.43 	5630.2 	7534.9 	8676 	8650 	5421 	5714 	6242 	6396.01 	5977.03 
F57,37_1_3,TLW,FR	17.702 p	20.62 p	11.668 	9.742 	8.31 	12.1 	15.1 	11.65 	15.05 	12.1 	58.13 	: 	: 	: 	: 	: 	0 	0 	0.01 	0.03 
F57,37_1_3,TLW,IT	5569.3 p	5813.7 p	5501.2 	6037.2 	5603.6 	5092.7 	5114.7 	5520.7 	6568.1 	5791 	6453.3 	5630.2 	7534.9 	8676 	8650 	5421 	5714 	6242 	6396 	5977 
F57,37_1_3,TLW,PT	: 	: 	: 	: 	: 	0.21 	0.2715 	0.028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F57,37_1_NK,TLW,ES	: 	3.67 	: 	: 	: 	: 	: 	: 	: 	10 	1.04 	7.03 	30.3 	: 	47.41 	: 	: 	: 	: 	: 
F57,37_1_NK,TLW,EU27_2020	: 	3.67 	: 	: 	: 	: 	: 	: 	: 	10 	1.04 	7.03 	30.3 	: 	47.41 	: 	: 	: 	: 	: 
F57,37_1_NK,TLW,EU28	: 	3.67 	: 	: 	: 	: 	: 	: 	: 	10 	1.04 	7.03 	30.3 	: 	47.41 	: 	: 	: 	: 	: 
F57,37_2,TLW,AL	422 	384 	333 	365 	340 	353 	347 	321 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F57,37_2,TLW,CY	3.211 	4.118 	4.563 	4.4 	5.852 	4.155 	3.8 	4.336 	7 	8 	7.9 	5.8 	4.3 	1.92 	: 	: 	: 	: 	: 	: 
F57,37_2,TLW,EL	661.61 p	628.78 	625.84 	509.83 	354.12 	321.76 	460.03 	543.75 	368.13 	315.85 	460.71 	494.56 	454.12 	598.93 	613.36 	692.71 	671.39 	658.66 	625 	643 
F57,37_2,TLW,ES	: 	: 	: 	0.09 	: 	: 	0.68 	: 	: 	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 
F57,37_2,TLW,EU27_2020	13759.4891 p	16335.0937 p	16492.9309 	11933.038 	13235.1782 	14222.4729 	13500.4798 	12464.1748 	14954.09 	18077.41 	21838.49 	22287.86 	27253.79 	21653.13 	21095.26 	10792.71 	11503.39 	11544.66 	16488.02 	15215 
F57,37_2,TLW,EU28	13759.4891 p	16335.0937 p	16492.931 	11933.038 	13235.1782 	14222.4729 	13500.4798 	12464.1748 	14954.09 	18077.41 	21838.49 	22287.86 	27253.79 	21653.13 	21095.26 	10792.71 	11503.39 	11544.66 	16488.02 	15215 
F57,37_2,TLW,FR	: 	0.151 p	: 	0.058 	0.09 	0.31 	0.32 	: 	0.06 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F57,37_2,TLW,HR	778.9886 	741.467 	939.85 	1151.45 	1317.4482 	1613.0959 	1364.7 	1167.04 	1021.81 	904.4 	1103.7 	916 	1621 	904 	1094 	670 	453 	501 	1132 	1138 
F57,37_2,TLW,IT	12225.2 p	14874.8 p	14844.4 	10180.8 	11466.3 	12163.9 	11574 	10607.2 	13412.4 	16693.7 	20166.4 	20755.4 	24993.8 	20068 	19296 	9367 	10310 	10326 	14591 	13384 
F57,37_2,TLW,MT	62.886 	55.778 	57.08 	59.31 	68.368 	85.622 	64.1298 	93.2988 	93.29 	104.51 	51.1 	56.7 	48.3 	12.1 	11 	5 	7 	9 	7.02 	18 
F57,37_2,TLW,SI	27.5935 	30 	21.2 	27.1 	23 	33.63 	32.82 	48.55 	51.4 	50.95 	48.67 	59.4 	132.27 	67.68 	80.9 	58 	62 	50 	133 	32 
F57,37_2_1,TLW,AL	422 	384 	333 	365 	340 	353 	347 	321 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F57,37_2_1,TLW,ES	: 	: 	: 	0.09 	: 	: 	0.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F57,37_2_1,TLW,EU27_2020	6017.5821 p	5960.0667 p	6230.8479 	7993.04 	7164.9182 	7920.3559 	6486.94 	5844.29 	5894.07 	7853.25 	11394.27 	12029 	17215.67 	11365.68 	10841.9 	5241 	5263 	4583 	7815 	7154 
