MS;refYears;spp;region;RFMO;area;select;landings;TAC;shareLanding;Thresh;commentsFinal;areaBis;speciesIncluded;area_new;areaBis_new;region_new
DNK;2016-2018;Lophius piscatorius;North Atlantic;ICES;VIIIc, IXa;-;-;-;-;-;( Havtaske );27_8_C,27_9_A;Lophius piscatorius;VIIIc, IXa;27_8_C,27_9_A;North Atlantic
DNK;2016-2018;Lophius piscatorius;North Atlantic;ICES;IV, VI;N;2286;5%;71%;Y;( Havtaske ) | Sum of MS shares <10% = 20% | FIDES Initial.Quantity = 1264;27_4,27_6;Lophius piscatorius;IV, VI;27_4,27_6;North Atlantic
DNK;2016-2018;Lophius piscatorius;North Sea and Eastern Arctic;ICES;IV;Y;2286;14%;92%;N;( Havtaske ) | FIDES Initial.Quantity = 2569;27_4;Lophius piscatorius;IV;27_4;North Sea and Eastern Arctic
DNK;2016-2018;Lutjanidae;Other regions;WECAFC;Guadeloupe and Martinique;-;-;-;-;-;;31;Lutjanidae;Guadeloupe and Martinique;31;Other regions
DNK;2016-2018;Lutjanidae;Other regions;SIOFA;Runion et Mayotte;-;-;-;-;-;;;Lutjanidae;Runion et Mayotte;;Other regions
DNK;2016-2018;Lutjanus buccanella;Other regions;WECAFC;West Central Atlantic;-;-;-;-;-;;31;Lutjanus buccanella;West Central Atlantic;31;Other regions
DNK;2016-2018;Lutjanus campechanus;Other regions;WECAFC;West Central Atlantic;-;-;-;-;-;;31;Lutjanus campechanus;West Central Atlantic;31;Other regions
DNK;2016-2018;Lutjanus purpureus;Other regions;WECAFC;French Guyana;-;-;-;-;-;;31;Lutjanus purpureus;French Guyana;31;Other regions
DNK;2016-2018;Lutjanus vivanus;Other regions;WECAFC;West Central Atlantic;-;-;-;-;-;;31;Lutjanus vivanus;West Central Atlantic;31;Other regions
DNK;2016-2018;Macrourus berglax;North Sea and Eastern Arctic;ICES;IV;N;-;10%;0%;N;Sum of MS shares <10% = 30% | FIDES Initial.Quantity = 0.01 | Unselected, no landings;27_4;Macrourus berglax;IV;27_4;North Sea and Eastern Arctic
DNK;2016-2018;Macrourus berglax;Other regions;NAFO SA2 + 3;21;-;-;-;-;-;;;Macrourus berglax;21;;Other regions
DNK;2016-2018;Macrourus spp;Other regions;SEAFO;South-East Atlantic;-;-;-;-;-;;47;Macrourus spp;South-East Atlantic;47;Other regions
DNK;2016-2018;Maja squinado;North Atlantic;ICES;V, VI, VII;-;-;-;-;-;;27_5,27_6,27_7;Maja squinado;V, VI, VII;27_5,27_6,27_7;North Atlantic
DNK;2016-2018;Makaira indica;Other regions;IOTC;Indian Ocean Western and Eastern;-;-;-;-;-;;51,57;Makaira indica;Indian Ocean Western and Eastern;51,57;Other regions
DNK;2016-2018;Makaira indica;Other regions;WCPFC;West Central Pacific Ocean;-;-;-;-;-;;71;Makaira indica;West Central Pacific Ocean;71;Other regions
DNK;2016-2018;Makaira indica;Other regions;IATTC;East Pacific Ocean;-;-;-;-;-;;;Makaira indica;East Pacific Ocean;;Other regions
DNK;2016-2018;Makaira nigricans (or mazara);Other regions;IATTC;East Pacific Ocean;-;-;-;-;-;;77,87;Makaira nigricans (or mazara);East Pacific Ocean;77,87;Other regions
DNK;2016-2018;Makaira nigricans (or mazara);Other regions;WCPFC;West Central Pacific Ocean;-;-;-;-;-;;71;Makaira nigricans (or mazara);West Central Pacific Ocean;71;Other regions
DNK;2016-2018;Makaira nigricans (or mazara);Other regions;ICCAT;Atlantic Ocean and adjacent seas;-;-;-;-;-;;21,31,27,34,37;Makaira nigricans (or mazara);Atlantic Ocean and adjacent seas;21,31,27,34,37;Other regions
DNK;2016-2018;Makaira nigricans (or mazara);Other regions;IOTC;Indian Ocean Western and Eastern;-;-;-;-;-;;51,57;Makaira nigricans (or mazara);Indian Ocean Western and Eastern;51,57;Other regions
DNK;2016-2018;Mallotus villosus;North Atlantic;ICES;XIV;-;-;-;-;-;( Lodde ) | FIDES Initial.Quantity = 0;27_14;Mallotus villosus;XIV;27_14;North Atlantic
DNK;2016-2018;Mallotus villosus;North Sea and Eastern Arctic;ICES;I-II;-;-;-;-;-;( Lodde );27_1,27_2;Mallotus villosus;I-II;27_1,27_2;North Sea and Eastern Arctic
DNK;2016-2018;Mallotus villosus;Other regions;NAFO 3NO;21;-;-;-;-;-;( Lodde );;Mallotus villosus;21;;Other regions
DNK;2016-2018;Melanogrammus aeglefinus;North Sea and Eastern Arctic;ICES;I-II;N;19;-;1%;Y;( Kuller );27_1,27_2;Melanogrammus aeglefinus;I-II;27_1,27_2;North Sea and Eastern Arctic
DNK;2016-2018;Melanogrammus aeglefinus;North Atlantic;ICES;VIa;N;2;0%;0%;Y;( Kuller ) | FIDES Initial.Quantity = 0;27_6_A;Melanogrammus aeglefinus;VIa;27_6_A;North Atlantic
DNK;2016-2018;Melanogrammus aeglefinus;North Atlantic;ICES;Vib;-;-;-;-;-;( Kuller );27_6_B;Melanogrammus aeglefinus;Vib;27_6_B;North Atlantic
DNK;2016-2018;Melanogrammus aeglefinus;North Atlantic;ICES;Va;-;-;-;-;-;( Kuller );27_5_A;Melanogrammus aeglefinus;Va;27_5_A;North Atlantic
DNK;2016-2018;Melanogrammus aeglefinus;North Sea and Eastern Arctic;ICES;IIIa;Y;809;84%;80%;N;( Kuller ) | FIDES Initial.Quantity = 2070 | Combined with area IV for sampling, since stock covers both areas;27_3_A;Melanogrammus aeglefinus;IIIa, IV;27_3_A,27_4;North Sea and Eastern Arctic
DNK;2016-2018;Melanogrammus aeglefinus;North Atlantic;ICES;Vb;-;-;-;-;-;( Kuller );27_5_B;Melanogrammus aeglefinus;Vb;27_5_B;North Atlantic
DNK;2016-2018;Melanogrammus aeglefinus;North Atlantic;ICES;VIIb-k;N;1;-;0%;Y;( Kuller );27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K;Melanogrammus aeglefinus;VIIb-k;27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K;North Atlantic
DNK;2016-2018;Melanogrammus aeglefinus;North Atlantic;ICES;VIIa;-;-;-;-;-;( Kuller );27_7_A;Melanogrammus aeglefinus;VIIa;27_7_A;North Atlantic
DNK;2016-2018;Melanogrammus aeglefinus;North Sea and Eastern Arctic;ICES;IV;Y;1172;5%;4%;Y;( Kuller ) | Sum of MS shares <10% = 18% | FIDES Initial.Quantity = 1657 | Selected and combined with IIIa for sampling, since stock covers both areas;27_4;Melanogrammus aeglefinus;IIIa, IV;27_3_A,27_4;North Sea and Eastern Arctic
DNK;2016-2018;Merlangius merlangus;North Atlantic;ICES;VIIe-k;N;-;0%;0%;Y;( Hvilling ) | FIDES Initial.Quantity = 0;27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K;Merlangius merlangus;VIIe-k;27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K;North Atlantic
DNK;2016-2018;Merlangius merlangus;North Atlantic;ICES;Vib;-;-;-;-;-;( Hvilling );27_6_B;Merlangius merlangus;Vib;27_6_B;North Atlantic
DNK;2016-2018;Merlangius merlangus;North Atlantic;ICES;VIII;-;-;-;-;-;( Hvilling );27_8;Merlangius merlangus;VIII;27_8;North Atlantic
DNK;2016-2018;Merlangius merlangus;North Atlantic;ICES;Vb;-;-;-;-;-;( Hvilling );27_5_B;Merlangius merlangus;Vb;27_5_B;North Atlantic
DNK;2016-2018;Merlangius merlangus;North Atlantic;ICES;VIa;N;2;-;1%;Y;( Hvilling );27_6_A;Merlangius merlangus;VIa;27_6_A;North Atlantic
DNK;2016-2018;Merlangius merlangus;North Atlantic;ICES;IX, X;-;-;-;-;-;( Hvilling );27_9,27_10;Merlangius merlangus;IX, X;27_9,27_10;North Atlantic
DNK;2016-2018;Merlangius merlangus;North Atlantic;ICES;VIIa;-;-;-;-;-;( Hvilling );27_7_A;Merlangius merlangus;VIIa;27_7_A;North Atlantic
DNK;2016-2018;Merlangius merlangus;North Sea and Eastern Arctic;ICES;IIIa;Y;343;90%;88%;N;( Hvilling ) | FIDES Initial.Quantity = 929;27_3_A;Merlangius merlangus;IIIa;27_3_A;North Sea and Eastern Arctic
DNK;2016-2018;Merlangius merlangus;North Sea and Eastern Arctic;ICES;IV, VIId;Y;2590;9%;14%;Y;( Hvilling ) | Sum of MS shares <10% = 19% | FIDES Initial.Quantity = 1912 | Selected due to high level of discard and Industial by-catch;27_4,27_7_D;Merlangius merlangus;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Merluccius merluccius;North Sea and Eastern Arctic;ICES;IV VII;N;3832;58%;26%;N;( Kulmule ) | FIDES Initial.Quantity = 2112 | Unselected, since areas are covered in the North Atlantic;27_4,27_7_D;Merluccius merluccius;IV VII;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Merluccius merluccius;North Atlantic;ICES;VIIIc, IXa;-;-;-;-;-;( Kulmule );27_8_C,27_9_A;Merluccius merluccius;VIIIc, IXa;27_8_C,27_9_A;North Atlantic
DNK;2016-2018;Merluccius merluccius;North Atlantic;ICES;IIIa, IV, VI, VII, VIIIab;Y;4434;0%;5%;Y;( Kulmule ) | FIDES Initial.Quantity = 0 | Selected, since areas cover the stock;27_3_A,27_4,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B;Merluccius merluccius;IIIa, IV, VI, VII, VIIIab;27_3_A,27_4,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B;North Atlantic
DNK;2016-2018;Merluccius merluccius;North Sea and Eastern Arctic;ICES;IIIa;N;598;92%;89%;N;( Kulmule ) | FIDES Initial.Quantity = 2890 | Unselected, since areas are covered in the North Atlantic;27_3_A;Merluccius merluccius;IIIa;27_3_A;North Sea and Eastern Arctic
DNK;2016-2018;Merluccius polli;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Merluccius polli;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Merluccius senegalensis;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Merluccius senegalensis;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Merluccius spp;Other regions;SEAFO;South-East Atlantic;-;-;-;-;-;;47;Merluccius spp;South-East Atlantic;47;Other regions
DNK;2016-2018;Merluccius spp;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Merluccius spp;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Microchirus variegatus;North Atlantic;ICES;all areas;-;-;-;-;-;;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Microchirus variegatus;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Micromesistius poutassou;North Atlantic;ICES;I-IX, XII, XIV;Y;62932;15%;18%;N;( Blåhvilling ) | FIDES Initial.Quantity = 61277;27_1,27_2,27_3,27_4,27_5,27_6,27_7,27_8,27_9,27_12,27_14;Micromesistius poutassou;I-IX, XII, XIV;27_1,27_2,27_3,27_4,27_5,27_6,27_7,27_8,27_9,27_12,27_14;North Atlantic
DNK;2016-2018;Micromesistius poutassou;North Sea and Eastern Arctic;ICES;IIIa;N;28;15%;22%;Y;( Blåhvilling ) | FIDES Initial.Quantity = 61277;27_3_A;Micromesistius poutassou;IIIa;27_3_A;North Sea and Eastern Arctic
DNK;2016-2018;Micromesistius poutassou;North Sea and Eastern Arctic;ICES;I-II;N;86;15%;1%;Y;( Blåhvilling ) | FIDES Initial.Quantity = 61277;27_1,27_2;Micromesistius poutassou;I-II;27_1,27_2;North Sea and Eastern Arctic
DNK;2016-2018;Micromesistius poutassou;North Sea and Eastern Arctic;ICES;IV, VIId;N;24;15%;0%;Y;( Blåhvilling ) | FIDES Initial.Quantity = 61277 | Unselected, since areas are covered in the North Atlantic;27_4,27_7_D;Micromesistius poutassou;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Microstomus kitt;North Atlantic;ICES;all areas;-;-;-;-;-;( Rødtunge );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Microstomus kitt;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Microstomus kitt;North Sea and Eastern Arctic;ICES;IV, VIId;Y;967;15%;31%;N;( Rødtunge ) | FIDES Initial.Quantity = 953 | Area IIIa included for sampling, since stock covers this area as well;27_4,27_7_D;Microstomus kitt;IIIa, IV, VIId;27_3_A,27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Mola mola;Other regions;WCPFC;West Central Pacific Ocean;-;-;-;-;-;( Klumpfisk );71;Mola mola;West Central Pacific Ocean;71;Other regions
DNK;2016-2018;Molva dypterygia;North Sea and Eastern Arctic;ICES;IV;N;2;8%;15%;Y;( Byrkelange (Blålng.) ) | Sum of MS shares <10% = 23% | FIDES Initial.Quantity = 4;27_4;Molva dypterygia;IV;27_4;North Sea and Eastern Arctic
DNK;2016-2018;Molva dypterygia;North Atlantic;ICES;all areas excluding X;-;-;-;-;-;( Byrkelange (Blålng.) );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_12,27_14;Molva dypterygia;all areas excluding X;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_12,27_14;North Atlantic
DNK;2016-2018;Molva macrophthalma;North Atlantic;ICES;X;-;-;-;-;-;;27_10;Molva macrophthalma;X;27_10;North Atlantic
DNK;2016-2018;Molva molva;North Atlantic;ICES;all areas;N;-;0%;0%;Y;( Lange ) | Sum of MS shares <10% = 9% | FIDES Initial.Quantity = 8;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Molva molva;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Molva molva;North Sea and Eastern Arctic;ICES;IV;Y;945;30%;22%;N;( Lange ) | FIDES Initial.Quantity = 1572 | Area IIIa included for sampling, since stock covers this area as well;27_4;Molva molva;IIIa, IV;27_3_A,27_4;North Sea and Eastern Arctic
DNK;2016-2018;Mugil spp;Other regions;WECAFC;Guadeloupe and Martinique;-;-;-;-;-;;31;Mugil spp;Guadeloupe and Martinique;31;Other regions
DNK;2016-2018;Mullus barbatus;North Sea and Eastern Arctic;ICES;IV, VIId;-;-;-;-;-;;27_4,27_7_D;Mullus barbatus;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Mullus surmuletus;North Sea and Eastern Arctic;ICES;IV, VIId;-;-;-;-;-;( Mulle );27_4,27_7_D;Mullus surmuletus;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Mullus surmuletus;North Atlantic;ICES;all areas;-;-;-;-;-;( Mulle );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Mullus surmuletus;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Mustelus asterias;North Atlantic;ICES;VI, VII, VIII, IX;-;-;-;-;-;;27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K;Mustelus asterias;VI, VII, VIII, IX;27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K;North Atlantic
DNK;2016-2018;Mustelus asterias;North Sea and Eastern Arctic;ICES;all areas;-;-;-;-;-;;27_4,27_7_D;Mustelus asterias;all areas;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Mustelus mustelus;North Atlantic;ICES;VI, VII, VIII, IX;-;-;-;-;-;( Alm. glathaj );27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K;Mustelus mustelus;VI, VII, VIII, IX;27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K;North Atlantic
DNK;2016-2018;Mustelus punctulatus;North Atlantic;ICES;VI, VII, VIII, IX;-;-;-;-;-;;27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K;Mustelus punctulatus;VI, VII, VIII, IX;27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K;North Atlantic
DNK;2016-2018;Myliobatis aquila;North Atlantic;ICES;all areas;-;-;-;-;-;;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Myliobatis aquila;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Neocyttus romboidales;Other regions;SEAFO;South-East Atlantic;-;-;-;-;-;;47;Neocyttus romboidales;South-East Atlantic;47;Other regions
DNK;2016-2018;Nephrops norvegicus;North Atlantic;ICES;VII Functional unit 20-21 (TAC VII);-;-;-;-;-;( Jomfruhummer );27_7_H,27_7_G;Nephrops norvegicus;VII Functional unit 20-21 (TAC VII);27_7_H,27_7_G;North Atlantic
DNK;2015;Nephrops norvegicus;North Sea and Eastern Arctic;ICES;functional units 10;N;-;-;0%;Y;( Jomfruhummer ) | Sum of MS shares <10% = 13% | FIDES Initial.Quantity = 1282;nep-10;Nephrops norvegicus;functional units 10;nep-10;North Sea and Eastern Arctic
DNK;2016-2018;Nephrops norvegicus;North Atlantic;ICES;VII Functional unit 16 (TAC FU16);-;-;-;-;-;( Jomfruhummer );27_7_C,27_C_K;Nephrops norvegicus;VII Functional unit 16 (TAC FU16);27_7_C,27_C_K;North Atlantic
DNK;2016-2018;Nephrops norvegicus;North Atlantic;ICES;VII Functional unit 19 (TAC VII);-;-;-;-;-;( Jomfruhummer );27_7_G,27_7_J;Nephrops norvegicus;VII Functional unit 19 (TAC VII);27_7_G,27_7_J;North Atlantic
DNK;2016-2018;Nephrops norvegicus;North Sea and Eastern Arctic;ICES;functional units 6;N;1;5%;0%;Y;( Jomfruhummer ) | Sum of MS shares <10% = 13% | FIDES Initial.Quantity = 1282;nep-6;Nephrops norvegicus;functional units 6;nep-6;North Sea and Eastern Arctic
DNK;2016-2018;Nephrops norvegicus;North Sea and Eastern Arctic;ICES;functional units 7;N;8;5%;0%;Y;( Jomfruhummer ) | Sum of MS shares <10% = 13% | FIDES Initial.Quantity = 1282;nep-7;Nephrops norvegicus;functional units 7;nep-7;North Sea and Eastern Arctic
DNK;2015;Nephrops norvegicus;North Sea and Eastern Arctic;ICES;functional units 34;N;-;-;0%;Y;( Jomfruhummer ) | Sum of MS shares <10% = 13% | FIDES Initial.Quantity = 1282;nep-34;Nephrops norvegicus;functional units 34;nep-34;North Sea and Eastern Arctic
DNK;2015;Nephrops norvegicus;North Atlantic;ICES;VII Functional unit 22;-;-;-;-;-;( Jomfruhummer );nep-22;Nephrops norvegicus;VII Functional unit 22;nep-22;North Atlantic
DNK;2015;Nephrops norvegicus;North Sea and Eastern Arctic;ICES;functional units 8;N;-;-;0%;Y;( Jomfruhummer ) | Sum of MS shares <10% = 13% | FIDES Initial.Quantity = 1282;nep-8;Nephrops norvegicus;functional units 8;nep-8;North Sea and Eastern Arctic
DNK;2015;Nephrops norvegicus;North Atlantic;ICES;VI Fuctional unit 11;-;-;-;-;-;( Jomfruhummer );nep-11;Nephrops norvegicus;VI Fuctional unit 11;nep-11;North Atlantic
DNK;2015;Nephrops norvegicus;North Atlantic;ICES;VII Functional unit 17;-;-;-;-;-;( Jomfruhummer );nep-17;Nephrops norvegicus;VII Functional unit 17;nep-17;North Atlantic
DNK;2015;Nephrops norvegicus;North Atlantic;ICES;VIII,IX Functional unit 25,31;-;-;-;-;-;( Jomfruhummer );27_8_C;Nephrops norvegicus;VIII,IX Functional unit 25,31;27_8_C;North Atlantic
DNK;2015;Nephrops norvegicus;North Atlantic;ICES;VIIIk IX Functional unit 26-27, 28-29, 30;-;-;-;-;-;( Jomfruhummer );27_9_A;Nephrops norvegicus;VIIIk IX Functional unit 26-27, 28-29, 30;27_9_A;North Atlantic
DNK;2015;Nephrops norvegicus;North Atlantic;ICES;VIII,IX Functional unit 23,24;-;-;-;-;-;( Jomfruhummer );27_8_A,27_8_B;Nephrops norvegicus;VIII,IX Functional unit 23,24;27_8_A,27_8_B;North Atlantic
DNK;2016-2018;Nephrops norvegicus;North Sea and Eastern Arctic;ICES;functional units 32 (TAC IIa, IV);N;41;5%;1%;Y;( Jomfruhummer ) | Sum of MS shares <10% = 13% | FIDES Initial.Quantity = 1282;27_4_A;Nephrops norvegicus;functional units 32 (TAC IIa, IV);27_4_A;North Sea and Eastern Arctic
DNK;2016-2018;Nephrops norvegicus;North Atlantic;ICES;VII Functional unit 18 (TAC VII);-;-;-;-;-;( Jomfruhummer );27_7_B;Nephrops norvegicus;VII Functional unit 18 (TAC VII);27_7_B;North Atlantic
DNK;2015;Nephrops norvegicus;North Atlantic;ICES;VI Fuctional unit 13;-;-;-;-;-;( Jomfruhummer );nep-13;Nephrops norvegicus;VI Fuctional unit 13;nep-13;North Atlantic
DNK;2015;Nephrops norvegicus;North Atlantic;ICES;VII Functional unit 14;-;-;-;-;-;( Jomfruhummer );nep-14;Nephrops norvegicus;VII Functional unit 14;nep-14;North Atlantic
DNK;2016-2018;Nephrops norvegicus;North Sea and Eastern Arctic;ICES;Functional unit 3-4;Y;4093;73%;72%;N;( Jomfruhummer ) | FIDES Initial.Quantity = 8626;27_3_A;Nephrops norvegicus;Functional unit 3-4;27_3_A;North Sea and Eastern Arctic
DNK;2016-2018;Nephrops norvegicus;North Sea and Eastern Arctic;ICES;functional units 33 (TAC IIa, VI);N;440;5%;5%;Y;( Jomfruhummer ) | Sum of MS shares <10% = 13% | FIDES Initial.Quantity = 1282;27_4_B;Nephrops norvegicus;functional units 33 (TAC IIa, VI);27_4_B;North Sea and Eastern Arctic
DNK;2015;Nephrops norvegicus;North Atlantic;ICES;VII Functional unit 15;-;-;-;-;-;( Jomfruhummer );nep-15;Nephrops norvegicus;VII Functional unit 15;nep-15;North Atlantic
DNK;2015;Nephrops norvegicus;North Sea and Eastern Arctic;ICES;functional units 9;N;-;-;0%;Y;( Jomfruhummer ) | Sum of MS shares <10% = 13% | FIDES Initial.Quantity = 1282;nep-9;Nephrops norvegicus;functional units 9;nep-9;North Sea and Eastern Arctic
DNK;2015;Nephrops norvegicus;North Atlantic;ICES;VI Fuctional unit 12;-;-;-;-;-;( Jomfruhummer );nep-12;Nephrops norvegicus;VI Fuctional unit 12;nep-12;North Atlantic
DNK;2016-2018;Notopogon fernandezianus;Other regions;SEAFO;South-East Atlantic;-;-;-;-;-;;47;Notopogon fernandezianus;South-East Atlantic;47;Other regions
DNK;2016-2018;Octopodidae and Loliginidae;Other regions;SEAFO;South-East Atlantic;-;-;-;-;-;;47;Octopodidae and Loliginidae;South-East Atlantic;47;Other regions
DNK;2016-2018;Octopus vulgaris;North Atlantic;ICES;all areas excluding VIIIc, IXa;-;-;-;-;-;( Alm. ottearm. blæksp );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D,27_8_E,27_9_B,27_10,27_12,27_14;Octopus vulgaris;all areas excluding VIIIc, IXa;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D,27_8_E,27_9_B,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Octopus vulgaris;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;( Alm. ottearm. blæksp );34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Octopus vulgaris;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Octopus vulgaris;North Atlantic;ICES;VIIIc, IXa;-;-;-;-;-;( Alm. ottearm. blæksp );27_8_C,27_9_A;Octopus vulgaris;VIIIc, IXa;27_8_C,27_9_A;North Atlantic
DNK;2016-2018;Orcynopsis unicolor;Other regions;ICCAT;Atlantic Ocean and adjacent seas;-;-;-;-;-;;21,31,27,34,37;Orcynopsis unicolor;Atlantic Ocean and adjacent seas;21,31,27,34,37;Other regions
DNK;2016-2018;Pagellus acarne;Other regions;CECAF;34.1.1;-;-;-;-;-;( Akarnaisk Blankeste );34_1_1;Pagellus acarne;34.1.1;34_1_1;Other regions
DNK;2016-2018;Pagellus bellottii;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Pagellus bellottii;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Pagellus bogaraveo;Other regions;CECAF;34.1.1;-;-;-;-;-;( Spidstandet Blankest );34_1_1;Pagellus bogaraveo;34.1.1;34_1_1;Other regions
DNK;2016-2018;Pagellus bogaraveo;North Atlantic;ICES;IXa, X;-;-;-;-;-;( Spidstandet Blankest );27_9_A,27_10;Pagellus bogaraveo;IXa, X;27_9_A,27_10;North Atlantic
DNK;2016-2018;Pagellus spp;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Pagellus spp;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
